LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
FIN,Finland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.9,,
FRA,France,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
DEU,Germany,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
GRC,Greece,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.2,,
HUN,Hungary,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.1,,
ISL,Iceland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.5,,
IRL,Ireland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.1,,
ITA,Italy,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.4,,
JPN,Japan,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
KOR,Korea,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.4,,
LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.0,,
MEX,Mexico,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.0,,
NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.0,,
NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.4,,
NOR,Norway,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.0,,
POL,Poland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.1,,
PRT,Portugal,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.6,,
SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.1,,
ESP,Spain,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.9,,
SWE,Sweden,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.7,,
CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
TUR,Turkey,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.1,,
GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.9,,
USA,United States,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,2.4,E,Estimated value
BRA,Brazil,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.6,E,Estimated value
CHL,Chile,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.2,,
EST,Estonia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.5,,
ISR,Israel,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.2,,
RUS,Russia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,0.9,,
SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.5,,
OECD,OECD - Total,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,units,,,1.8,,
AUS,Australia,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.3,E,Estimated value
AUT,Austria,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.6,E,Estimated value
BEL,Belgium,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.2,E,Estimated value
CAN,Canada,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.5,E,Estimated value
CZE,Czech Republic,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.4,E,Estimated value
DNK,Denmark,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.9,E,Estimated value
FIN,Finland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.9,E,Estimated value
FRA,France,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.8,E,Estimated value
DEU,Germany,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.8,E,Estimated value
GRC,Greece,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.2,E,Estimated value
HUN,Hungary,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.1,E,Estimated value
ISL,Iceland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.5,E,Estimated value
IRL,Ireland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.1,E,Estimated value
ITA,Italy,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.4,E,Estimated value
JPN,Japan,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.8,E,Estimated value
KOR,Korea,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.4,E,Estimated value
LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.0,E,Estimated value
MEX,Mexico,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.0,E,Estimated value
NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.0,E,Estimated value
NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.4,E,Estimated value
NOR,Norway,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.0,E,Estimated value
POL,Poland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.1,E,Estimated value
PRT,Portugal,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.6,E,Estimated value
SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.1,E,Estimated value
ESP,Spain,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.9,E,Estimated value
SWE,Sweden,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.7,E,Estimated value
CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.8,E,Estimated value
TUR,Turkey,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.1,E,Estimated value
GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.9,E,Estimated value
USA,United States,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,2.4,E,Estimated value
BRA,Brazil,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.6,E,Estimated value
CHL,Chile,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.2,E,Estimated value
EST,Estonia,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.5,E,Estimated value
ISR,Israel,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.2,E,Estimated value
RUS,Russia,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,0.9,E,Estimated value
SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,MN,Men,RATIO,Ratio,0,units,,,1.5,E,Estimated value
AUS,Australia,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.3,E,Estimated value
AUT,Austria,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.6,E,Estimated value
BEL,Belgium,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.2,E,Estimated value
CAN,Canada,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.5,E,Estimated value
CZE,Czech Republic,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.4,E,Estimated value
DNK,Denmark,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.9,E,Estimated value
FIN,Finland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.9,E,Estimated value
FRA,France,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.8,E,Estimated value
DEU,Germany,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.8,E,Estimated value
GRC,Greece,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.2,E,Estimated value
HUN,Hungary,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.1,E,Estimated value
ISL,Iceland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.5,E,Estimated value
IRL,Ireland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.1,E,Estimated value
ITA,Italy,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.4,E,Estimated value
JPN,Japan,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.8,E,Estimated value
KOR,Korea,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.4,E,Estimated value
LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.0,E,Estimated value
MEX,Mexico,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.0,E,Estimated value
NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.0,E,Estimated value
NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.4,E,Estimated value
NOR,Norway,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.0,E,Estimated value
POL,Poland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.1,E,Estimated value
PRT,Portugal,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.6,E,Estimated value
SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.1,E,Estimated value
ESP,Spain,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.9,E,Estimated value
SWE,Sweden,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.7,E,Estimated value
CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.8,E,Estimated value
TUR,Turkey,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.1,E,Estimated value
GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.9,E,Estimated value
USA,United States,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,2.4,E,Estimated value
BRA,Brazil,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.6,E,Estimated value
CHL,Chile,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.2,E,Estimated value
EST,Estonia,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.5,E,Estimated value
ISR,Israel,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.2,E,Estimated value
RUS,Russia,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,0.9,E,Estimated value
SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,WMN,Women,RATIO,Ratio,0,units,,,1.5,E,Estimated value
AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,31588.0,,
AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,31173.0,,
BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,28307.0,,
CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,29365.0,,
CZE,Czech Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,18404.0,,
DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,26491.0,,
FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,27927.0,,
FRA,France,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,28799.0,,
DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,31252.0,,
GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,18575.0,,
HUN,Hungary,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,15442.0,,
ISL,Iceland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,23965.0,E,Estimated value
IRL,Ireland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,23917.0,,
ITA,Italy,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,25166.0,,
JPN,Japan,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,26111.0,,
KOR,Korea,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,19510.0,,
LUX,Luxembourg,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,38951.0,E,Estimated value
MEX,Mexico,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,13085.0,,
NLD,Netherlands,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,27888.0,,
NZL,New Zealand,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,23815.0,,
NOR,Norway,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,33492.0,,
POL,Poland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,17852.0,E,Estimated value
PRT,Portugal,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,20086.0,,
SVK,Slovak Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,17503.0,,
ESP,Spain,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,22477.0,,
SWE,Sweden,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,29185.0,,
CHE,Switzerland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,33491.0,,
TUR,Turkey,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,14095.0,E,Estimated value
GBR,United Kingdom,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,27029.0,,
USA,United States,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,41355.0,,
BRA,Brazil,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,11664.0,E,Estimated value
CHL,Chile,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,14533.0,E,Estimated value
EST,Estonia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,15167.0,,
ISR,Israel,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,22104.0,E,Estimated value
RUS,Russia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,19292.0,,
SVN,Slovenia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,19326.0,,
OECD,OECD - Total,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,units,,,25908.0,,
AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,31588.0,E,Estimated value
AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,31173.0,E,Estimated value
BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,28307.0,E,Estimated value
CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,29365.0,E,Estimated value
CZE,Czech Republic,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,18404.0,E,Estimated value
DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,26491.0,E,Estimated value
FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,27927.0,E,Estimated value
FRA,France,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,28799.0,E,Estimated value
DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,31252.0,E,Estimated value
GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,18575.0,E,Estimated value
HUN,Hungary,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,15442.0,E,Estimated value
ISL,Iceland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,23965.0,E,Estimated value
IRL,Ireland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,23917.0,E,Estimated value
ITA,Italy,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,25166.0,E,Estimated value
JPN,Japan,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,26111.0,E,Estimated value
KOR,Korea,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,19510.0,E,Estimated value
LUX,Luxembourg,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,38951.0,E,Estimated value
MEX,Mexico,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,13085.0,E,Estimated value
NLD,Netherlands,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,27888.0,E,Estimated value
NZL,New Zealand,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,23815.0,E,Estimated value
NOR,Norway,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,33492.0,E,Estimated value
POL,Poland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,17852.0,E,Estimated value
PRT,Portugal,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,20086.0,E,Estimated value
SVK,Slovak Republic,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,17503.0,E,Estimated value
ESP,Spain,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,22477.0,E,Estimated value
SWE,Sweden,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,29185.0,E,Estimated value
CHE,Switzerland,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,33491.0,E,Estimated value
TUR,Turkey,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,14095.0,E,Estimated value
GBR,United Kingdom,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,27029.0,E,Estimated value
USA,United States,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,41355.0,E,Estimated value
BRA,Brazil,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,11664.0,E,Estimated value
CHL,Chile,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,14533.0,E,Estimated value
EST,Estonia,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,15167.0,E,Estimated value
ISR,Israel,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,22104.0,E,Estimated value
RUS,Russia,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,19292.0,E,Estimated value
SVN,Slovenia,IW_HADI,Household net adjusted disposable income,L,Value,MN,Men,USD,US Dollar,0,units,,,19326.0,E,Estimated value
AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,31588.0,E,Estimated value
AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,31173.0,E,Estimated value
BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,28307.0,E,Estimated value
CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,29365.0,E,Estimated value
CZE,Czech Republic,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,18404.0,E,Estimated value
DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,26491.0,E,Estimated value
FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,27927.0,E,Estimated value
FRA,France,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,28799.0,E,Estimated value
DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,31252.0,E,Estimated value
GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,18575.0,E,Estimated value
HUN,Hungary,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,15442.0,E,Estimated value
ISL,Iceland,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,23965.0,E,Estimated value
IRL,Ireland,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,23917.0,E,Estimated value
ITA,Italy,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,25166.0,E,Estimated value
JPN,Japan,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,26111.0,E,Estimated value
KOR,Korea,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,19510.0,E,Estimated value
LUX,Luxembourg,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,38951.0,E,Estimated value
MEX,Mexico,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,13085.0,E,Estimated value
NLD,Netherlands,IW_HADI,Household net adjusted disposable income,L,Value,WMN,Women,USD,US Dollar,0,units,,,27888.0,E,Estimated value
